Rating,Reviews,Star Rating,Price,city_Banglore,city_Chennai,city_Delhi,city_Hyderabad,city_Kolkata,city_Mumbai,Rating Description_Average,Rating Description_Excellent,Rating Description_Good,Rating Description_Poor,Rating Description_Very Good,Hotel Name,Location,Nearest Landmark,Distance to Landmark,taxi_Start,taxi_Km
3.7,176,3,1190,False,False,True,False,False,False,False,False,False,False,True,Ashiana Hotel @ New Delhi Railway Station,Paharganj ,Indira Gandhi International Airport,22800,50.0,25.0
4.3,2371,5,14188,False,False,True,False,False,False,False,True,False,False,False,The Roseate,Mahipalpur ,Indira Gandhi International Airport,8000,50.0,25.0
4.5,2016,4,8266,False,False,True,False,False,False,False,True,False,False,False,"The Connaught, New Delhi - IHCL SeleQtions",Connaught Place ,Indira Gandhi International Airport,19980,50.0,25.0
4.2,1655,5,9963,False,False,True,False,False,False,False,False,False,False,True,Hyatt Regency New Delhi,R.K. Puram ,Indira Gandhi International Airport,8300,50.0,25.0
3.2,2214,4,5152,False,False,True,False,False,False,False,False,True,False,False,Hotel Samrat,Chanakyapuri ,Indira Gandhi International Airport,9800,50.0,25.0
3.7,752,3,2688,False,False,True,False,False,False,False,False,False,False,True,Golden Keys Inn,North Delhi,Indira Gandhi International Airport,17600,50.0,25.0
3.5,3276,3,2853,False,False,True,False,False,False,False,False,False,False,True,Ginger East Delhi,East Delhi,Chhatrapati Shivaji International Airport,4200,50.0,25.0
3.6,1397,4,5853,False,False,True,False,False,False,False,False,False,False,True,The Hans,Connaught Place ,Indira Gandhi International Airport,20000,50.0,25.0
3.5,1620,4,5343,False,False,True,False,False,False,False,False,False,False,True,Ramada By Wyndham New Delhi Pitampura,North Delhi,Rajiv Gandhi International Airport,7600,50.0,25.0
3.6,967,5,9455,False,False,True,False,False,False,False,False,False,False,True,Svelte Hotel & Personal Suites,Saket,Kempegowda International Airport,8200,50.0,25.0
4.2,1838,3,3898,False,False,True,False,False,False,False,False,False,False,True,The Grand Uddhav,Paharganj ,Indira Gandhi International Airport,22800,50.0,25.0
3.4,2603,3,2349,False,False,True,False,False,False,False,False,True,False,False,Hotel Chanakya Inn,Mahipalpur ,Indira Gandhi International Airport,4100,50.0,25.0
3.9,528,4,2838,False,False,True,False,False,False,False,False,False,False,True,Hotel Viva Palace @ Delhi Airport,Mahipalpur ,Indira Gandhi International Airport,4200,50.0,25.0
3.8,5220,3,1516,False,False,True,False,False,False,False,False,False,False,True,Hotel Hari Piorko,Paharganj ,Indira Gandhi International Airport,22800,50.0,25.0
3.4,2350,3,2420,False,False,True,False,False,False,False,False,True,False,False,Hotel Southern,Karol bagh,Indira Gandhi International Airport,5800,50.0,25.0
4.3,8326,3,2977,False,False,True,False,False,False,False,True,False,False,False,Hotel Delhi 37,Mahipalpur ,Indira Gandhi International Airport,4300,50.0,25.0
3.6,1069,3,2600,False,False,True,False,False,False,False,False,False,False,True,Red Fox Hotel East Delhi,East Delhi,Netaji Subhash Chandra Bose International Airport,2200,50.0,25.0
2.3,3,3,3659,False,False,True,False,False,False,True,False,False,False,False,HOME@B11,East Of Kailash,Indira Gandhi International Airport,15300,50.0,25.0
3.9,2863,5,5614,False,False,True,False,False,False,False,False,False,False,True,The Umrao,Samalka ,Indira Gandhi International Airport,6500,50.0,25.0
4.1,1926,4,7332,False,False,True,False,False,False,False,False,False,False,True,IIDL Suites,East Delhi,Chhatrapati Shivaji International Airport,3100,50.0,25.0
4.0,1662,4,5509,False,False,True,False,False,False,False,False,False,False,True,Four Points by Sheraton Delhi,Samalka ,Indira Gandhi International Airport,6400,50.0,25.0
3.9,2681,4,6048,False,False,True,False,False,False,False,False,False,False,True,"Deventure Sarovar Portico, Kapashera, New Delhi",Delhi ,Indira Gandhi International Airport,8100,50.0,25.0
3.8,2618,4,4483,False,False,True,False,False,False,False,False,False,False,True,"Park Inn by Radisson, IP Extension- New Delhi",East Delhi,Indira Gandhi International Airport,4100,50.0,25.0
4.1,1055,5,12213,False,False,True,False,False,False,False,False,False,False,True,The Claridges New Delhi,Motilal Nehru Marg Area ,Indira Gandhi International Airport,19900,50.0,25.0
3.6,2047,4,3810,False,False,True,False,False,False,False,False,False,False,True,De Pavilion Hotel,Mahipalpur ,Indira Gandhi International Airport,4600,50.0,25.0
3.6,563,4,4535,False,False,True,False,False,False,False,False,False,False,True,Venizia Sarovar Portico,North Delhi,Indira Gandhi International Airport,130,50.0,25.0
2.5,676,3,3856,False,False,True,False,False,False,True,False,False,False,False,Centaur Hotel,Delhi Airport ,Indira Gandhi International Airport,2000,50.0,25.0
3.8,1180,3,3295,False,False,True,False,False,False,False,False,False,False,True,The Orion Plaza - Nehru Place,Near Nehru Place,Chhatrapati Shivaji International Airport,5200,50.0,25.0
3.4,1572,4,3167,False,False,True,False,False,False,False,False,True,False,False,Dee Marks Hotel & Resort Delhi Airport,Mahipalpur ,Indira Gandhi International Airport,8800,50.0,25.0
3.6,581,4,3353,False,False,True,False,False,False,False,False,False,False,True,HOTEL LE SEASONS,Mahipalpur ,Indira Gandhi International Airport,3800,50.0,25.0
3.4,1725,3,3371,False,False,True,False,False,False,False,False,True,False,False,Caspia Hotel New Delhi Shalimar Bagh,North Delhi,Rajiv Gandhi International Airport,8500,50.0,25.0
4.1,1856,4,9259,False,False,True,False,False,False,False,False,False,False,True,"Park Inn by Radisson, Lajpat Nagar",Andrews Ganj,Chhatrapati Shivaji International Airport,36300,50.0,25.0
3.6,1207,3,3816,False,False,True,False,False,False,False,False,False,False,True,Jukaso Inn Down Town,Connaught Place ,Indira Gandhi International Airport,19700,50.0,25.0
3.6,1764,4,4140,False,False,True,False,False,False,False,False,False,False,True,Hotel LA New Delhi,Mangolpuri,Chhatrapati Shivaji International Airport,5600,50.0,25.0
3.9,1337,3,2350,False,False,True,False,False,False,False,False,False,False,True,Kelvish Hotel Near Delhi Airport,Mahipalpur ,Indira Gandhi International Airport,5400,50.0,25.0
4.3,2000,5,7157,False,True,False,False,False,False,False,True,False,False,False,"Taj Club House, Chennai",Royapettah,Chennai International Airport,17870,100.0,25.0
3.7,8366,5,9365,False,True,False,False,False,False,False,False,False,False,True,The Park Chennai,Near US Consulate,Indira Gandhi International Airport,4300,100.0,25.0
4.3,1856,5,14815,False,True,False,False,False,False,False,True,False,False,False,"Taj Fisherman's Cove Resort & Spa, Chennai",Covelong ,Chennai International Airport,53300,100.0,25.0
4.0,7458,4,5703,False,True,False,False,False,False,False,False,False,False,True,Hotel Savera,Mylapore,Indira Gandhi International Airport,4200,100.0,25.0
4.1,2545,4,4699,False,True,False,False,False,False,False,False,False,False,True,Ibis Chennai OMR - An Accor Brand,Sholinganallur,Indira Gandhi International Airport,4100,100.0,25.0
4.5,784,5,11776,False,True,False,False,False,False,False,True,False,False,False,"Taj Coromandel, Chennai",Near US Consulate,Chhatrapati Shivaji International Airport,1900,100.0,25.0
4.2,1208,4,8182,False,True,False,False,False,False,False,False,False,False,True,Courtyard by Marriott Chennai,Mount road,Chennai International Airport,16200,100.0,25.0
4.3,3991,5,10103,False,True,False,False,False,False,False,True,False,False,False,Radisson Blu Hotel Chennai City Centre,Egmore,Indira Gandhi International Airport,2300,100.0,25.0
3.8,214,3,3501,False,True,False,False,False,False,False,False,False,False,True,FIRST INN HOTELS,Perungudi,Chhatrapati Shivaji International Airport,3400,100.0,25.0
3.9,2213,3,6173,False,True,False,False,False,False,False,False,False,False,True,Ibis Chennai City Centre - An Accor Brand,Mount road ,Chennai International Airport,16300,100.0,25.0
4.1,179,3,2266,False,True,False,False,False,False,False,False,False,False,True,Rohaan Inns - UPAR Ashok Nagar,Ashok Nagar ,Chennai International Airport,9400,100.0,25.0
4.4,1601,5,7840,False,True,False,False,False,False,False,True,False,False,False,"Vivanta Chennai, IT Expressway",Sholinganallur,Rajiv Gandhi International Airport,7600,100.0,25.0
4.5,1215,5,8968,False,True,False,False,False,False,False,True,False,False,False,"Taj Connemara, Chennai",Chennai,Chennai International Airport,17000,100.0,25.0
4.1,2314,4,7056,False,True,False,False,False,False,False,False,False,False,True,Four Points by Sheraton Chennai OMR,Sholinganallur,Chhatrapati Shivaji International Airport,10,100.0,25.0
4.5,3185,5,10087,False,True,False,False,False,False,False,True,False,False,False,Ramada Plaza by Wyndham,Saidapet ,Chennai International Airport,7600,100.0,25.0
4.4,1714,5,12795,False,True,False,False,False,False,False,True,False,False,False,Citadines OMRChennai,Sholinganallur,Rajiv Gandhi International Airport,8500,100.0,25.0
4.5,1261,5,11490,False,True,False,False,False,False,False,True,False,False,False,The Leela Palace Chennai,Raja Annamalai Puram,Chhatrapati Shivaji International Airport,4500,100.0,25.0
4.4,2376,5,9463,False,True,False,False,False,False,False,True,False,False,False,"The Raintree, Annasalai",Mount road,Indira Gandhi International Airport,8000,100.0,25.0
4.2,4529,4,6395,False,True,False,False,False,False,False,False,False,False,True,Hablis,Mount road ,Chennai International Airport,5900,100.0,25.0
4.3,1002,5,7885,False,True,False,False,False,False,False,True,False,False,False,Novotel Chennai Chamiers Road,Nandanam,Chennai International Airport,24700,100.0,25.0
4.2,1714,4,6791,False,True,False,False,False,False,False,False,False,False,True,The Residency,T Nagar,Rajiv Gandhi International Airport,8500,100.0,25.0
4.3,1151,5,8522,False,True,False,False,False,False,False,True,False,False,False,The Residency Towers,T Nagar,Chhatrapati Shivaji International Airport,1600,100.0,25.0
4.3,1001,5,6628,False,True,False,False,False,False,False,True,False,False,False,Novotel Chennai OMR - An Accor Brand,Sholinganallur,Chennai International Airport,24700,100.0,25.0
3.6,2962,3,3627,False,True,False,False,False,False,False,False,False,False,True,Hotel Southern Comfort ( Chennai Airport ),Chennai Airport ,Chennai International Airport,1300,100.0,25.0
3.6,3059,4,3390,False,True,False,False,False,False,False,False,False,False,True,Lemon Tree Hotel Chennai,Saidapet ,Chennai International Airport,7800,100.0,25.0
3.6,1911,4,3807,False,True,False,False,False,False,False,False,False,False,True,The Pride Hotel Chennai,Kilpauk,Chhatrapati Shivaji International Airport,3100,100.0,25.0
3.5,2282,3,4238,False,True,False,False,False,False,False,False,False,False,True,"Ginger Chennai, Vadapalani",Vadapalani,Chhatrapati Shivaji International Airport,7600,100.0,25.0
4.1,281,3,3349,False,True,False,False,False,False,False,False,False,False,True,UPAR Nungambakkam,Nungambakkam,Chennai International Airport,17900,100.0,25.0
3.5,2071,3,4667,False,True,False,False,False,False,False,False,False,False,True,Ginger Chennai,Tharamani,Chennai International Airport,13000,100.0,25.0
3.5,2087,4,4160,False,True,False,False,False,False,False,False,False,False,True,Holiday Inn Express Chennai OMR Thoraipakkam,Thoraipakkam,Chennai International Airport,16000,100.0,25.0
3.6,1158,4,4888,False,True,False,False,False,False,False,False,False,False,True,Raj Park Chennai,Teynampet,Chhatrapati Shivaji International Airport,1600,100.0,25.0
3.4,1592,4,3736,False,True,False,False,False,False,False,False,True,False,False,Hotel Abu Palace,Purasawalkam ,Chennai International Airport,19800,100.0,25.0
3.9,4600,4,5635,False,True,False,False,False,False,False,False,False,False,True,Ramada Chennai Egmore,Egmore,Chhatrapati Shivaji International Airport,2300,100.0,25.0
4.1,1152,5,9325,False,True,False,False,False,False,False,False,False,False,True,Hyatt Regency Chennai,Teynampet,Chhatrapati Shivaji International Airport,1600,100.0,25.0
4.0,1288,4,3934,False,True,False,False,False,False,False,False,False,False,True,"Lemon Tree Hotel, Shimona, Chennai",Manapakkam ,Chennai International Airport,9000,100.0,25.0
4.5,1140,5,14576,False,True,False,False,False,False,False,True,False,False,False,Trident Chennai,Chennai Airport ,Chennai International Airport,3000,100.0,25.0
4.2,1676,5,8390,False,True,False,False,False,False,False,False,False,False,True,Holiday Inn Chennai OMR IT Expressway,Thiruvanmiyur,Rajiv Gandhi International Airport,430,100.0,25.0
4.0,1479,3,3730,False,True,False,False,False,False,False,False,False,False,True,Ibis Chennai SIPCOT - An Accor Brand,Egatoor ,Chennai International Airport,48200,100.0,25.0
4.1,2220,5,8457,False,True,False,False,False,False,False,False,False,False,True,The Accord Metropolitan,T Nagar,Indira Gandhi International Airport,9800,100.0,25.0
4.5,525,5,9977,False,True,False,False,False,False,False,True,False,False,False,Park Hyatt Chennai,Guindy ,Chennai International Airport,7800,100.0,25.0
1.9,7,3,809,False,True,False,False,False,False,False,False,False,True,False,OYO Home Fantasea Uthandi Near Juhu Beach,Uthandi,Chennai International Airport,20300,100.0,25.0
4.2,1271,4,6963,False,True,False,False,False,False,False,False,False,False,True,Gokulam Park Sabari - Siruseri SIPCOT,Navallur,Chhatrapati Shivaji International Airport,4500,100.0,25.0
4.1,821,4,5886,False,True,False,False,False,False,False,False,False,False,True,BOULEVARD BY DESIGN HOTEL,Velachery ,Chennai International Airport,8700,100.0,25.0
4.2,983,4,6239,False,True,False,False,False,False,False,False,False,False,True,Fairfield by Marriott Chennai OMR,Sholinganallur,Chhatrapati Shivaji International Airport,23040,100.0,25.0
4.4,2603,5,13013,False,True,False,False,False,False,False,True,False,False,False,ITC Grand Chola - A Luxury Collection Hotel,Guindy ,Chennai International Airport,7800,100.0,25.0
4.0,1926,4,10511,False,True,False,False,False,False,False,False,False,False,True,The Ambassador Pallava,Egmore,Chhatrapati Shivaji International Airport,3100,100.0,25.0
3.9,1968,5,9315,False,True,False,False,False,False,False,False,False,False,True,Le Royal Meridien,Mount road ,Chennai International Airport,5600,100.0,25.0
4.7,327,5,12366,False,True,False,False,False,False,False,True,False,False,False,"Taj Wellington Mews, Chennai",Tharamani,Chhatrapati Shivaji International Airport,6700,100.0,25.0
4.3,855,5,8858,False,True,False,False,False,False,False,True,False,False,False,Novotel Chennai Sipcot - An Accor Brand,Egatoor ,Chennai International Airport,48600,100.0,25.0
3.4,874,3,2984,False,True,False,False,False,False,False,False,True,False,False,The Mount Manor,Chennai Airport ,Chennai International Airport,3800,100.0,25.0
4.2,1503,5,8064,False,True,False,False,False,False,False,False,False,False,True,Green Park Chennai,Vadapalani,Chhatrapati Shivaji International Airport,2600,100.0,25.0
3.2,196,3,3991,False,True,False,False,False,False,False,False,True,False,False,Mango Hill central Chennai,T Nagar,Chennai International Airport,54400,100.0,25.0
3.5,1192,3,1654,False,True,False,False,False,False,False,False,False,False,True,Venture Park,Thoraipakkam,Chhatrapati Shivaji International Airport,3400,100.0,25.0
4.5,1535,5,10260,False,True,False,False,False,False,False,True,False,False,False,Grand Chennai by GRT Hotels,T Nagar,Chhatrapati Shivaji International Airport,3200,100.0,25.0
3.7,101,3,3211,False,True,False,False,False,False,False,False,False,False,True,"Season 4 Residences, Nungambakkam",Near US Consulate,Indira Gandhi International Airport,4100,100.0,25.0
4.5,161,3,3543,False,True,False,False,False,False,False,True,False,False,False,Ginger Chennai OMR,Navallur,Chhatrapati Shivaji International Airport,880,100.0,25.0
3.5,2322,3,1937,False,True,False,False,False,False,False,False,False,False,True,Hotel Pandian,Egmore,Chhatrapati Shivaji International Airport,10,100.0,25.0
4.3,811,5,12026,False,True,False,False,False,False,False,True,False,False,False,Hilton Chennai,Guindy ,Chennai International Airport,8200,100.0,25.0
3.5,502,3,3821,False,True,False,False,False,False,False,False,False,False,True,FORTEL,Egmore,Chennai International Airport,18900,100.0,25.0
3.1,10,3,1758,False,True,False,False,False,False,False,False,True,False,False,Royal Park,Near Marina Beach,Chennai International Airport,17960,100.0,25.0
4.2,442,4,6663,False,True,False,False,False,False,False,False,False,False,True,Fairfield by Marriott Chennai Mahindra World City,Mahindra World City ,Chennai International Airport,62700,100.0,25.0
3.2,517,3,3118,False,True,False,False,False,False,False,False,True,False,False,Crossway Parklane Airport Hotel,Meenambakkam ,Chennai International Airport,2900,100.0,25.0
3.7,559,3,5223,False,True,False,False,False,False,False,False,False,False,True,Hotel Ashok Residency,Porur,Indira Gandhi International Airport,130,100.0,25.0
3.6,1869,5,2385,False,True,False,False,False,False,False,False,False,False,True,Hotel Greens Gate (Near Central station),Poongavanapuram,Chhatrapati Shivaji International Airport,780,100.0,25.0
4.0,159,3,6272,False,True,False,False,False,False,False,False,False,False,True,HOTEL RANJITH,Near US Consulate,Chhatrapati Shivaji International Airport,8400,100.0,25.0
4.2,510,5,7970,False,True,False,False,False,False,False,False,False,False,True,"Welcomhotel by ITC Hotels, GST Road, Chennai",Singaperumal Koil ,Chennai International Airport,60600,100.0,25.0
4.4,740,4,4283,False,True,False,False,False,False,False,True,False,False,False,Regenta Central RS Chennai SIPCOT OMR,Egatoor ,Chennai International Airport,48600,100.0,25.0
4.1,284,3,2778,False,True,False,False,False,False,False,False,False,False,True,CRESCENT PARK (near US Consulate Chennai),Nungambakkam,Chennai International Airport,19100,100.0,25.0
4.0,604,3,4704,False,True,False,False,False,False,False,False,False,False,True,Harrisons,Nungambakkam,Netaji Subhash Chandra Bose International Airport,1500,100.0,25.0
3.9,2900,4,32922,False,True,False,False,False,False,False,False,False,False,True,MGM Beach Resorts (15Kms before Mahabalipuram),Muttukadu ,Chennai International Airport,48800,100.0,25.0
4.0,198,5,4877,False,True,False,False,False,False,False,False,False,False,True,PARK PLAZA CHENNAI OMR,Thoraipakkam,Chennai International Airport,54400,100.0,25.0
4.3,447,5,9598,False,True,False,False,False,False,False,True,False,False,False,Feathers A Radha Hotel Chennai,Manapakkam ,Chennai International Airport,9700,100.0,25.0
3.2,1120,3,4563,False,True,False,False,False,False,False,False,True,False,False,V7 HOTEL,Porur,Netaji Subhash Chandra Bose International Airport,5800,100.0,25.0
3.7,400,3,3036,False,True,False,False,False,False,False,False,False,False,True,"Keys Select by Lemon Tree Hotels, Katti-Ma, Chennai",Adyar,Chhatrapati Shivaji International Airport,2900,100.0,25.0
4.2,109,3,1414,False,True,False,False,False,False,False,False,False,False,True,Hostel Gandhi,Saidapet ,Chennai International Airport,8000,100.0,25.0
3.6,1402,3,2554,False,True,False,False,False,False,False,False,False,False,True,Grand Cascade,Poongavanapuram ,Chennai International Airport,20100,100.0,25.0
4.3,392,4,3332,False,True,False,False,False,False,False,True,False,False,False,Days Hotel Chennai OMR,Kelambakkam ,Chennai International Airport,52300,100.0,25.0
4.0,421,3,3481,False,True,False,False,False,False,False,False,False,False,True,PP Residency,Chennai ,Chennai International Airport,52000,100.0,25.0
3.5,52,3,3448,False,True,False,False,False,False,False,False,False,False,True,Highnest | Rooms & Caretaker,Kattankolatur R.F. ,Chennai International Airport,57600,100.0,25.0
3.9,1064,3,2464,False,True,False,False,False,False,False,False,False,False,True,Grand Elegant,Poongavanapuram,Netaji Subhash Chandra Bose International Airport,2200,100.0,25.0
4.5,217,3,8400,False,True,False,False,False,False,False,True,False,False,False,Accord Chrome,Chromepet ,Chennai International Airport,5400,100.0,25.0
3.6,1338,3,3217,False,True,False,False,False,False,False,False,False,False,True,AVENUE HOTEL -CHENNAI AIRPORT,Pallavaram ,Chennai International Airport,3100,100.0,25.0
4.0,323,3,3763,False,True,False,False,False,False,False,False,False,False,True,La Woods hotel (1Km from us consulate chennai),Mount road,Chhatrapati Shivaji International Airport,6700,100.0,25.0
4.1,590,4,7559,False,True,False,False,False,False,False,False,False,False,True,E Hotel,Royapettah,Netaji Subhash Chandra Bose International Airport,480,100.0,25.0
3.6,210,3,2530,False,True,False,False,False,False,False,False,False,False,True,Hotel Bakya Slot - Maraimalai Nagar,Maraimalai Nagar ,Chennai International Airport,54400,100.0,25.0
4.3,73,3,5750,False,True,False,False,False,False,False,True,False,False,False,Pharos Hotels,Nungambakkam,Chennai International Airport,17100,100.0,25.0
4.0,290,3,2521,False,True,False,False,False,False,False,False,False,False,True,Al Noor Palace,Triplicane ,Chennai International Airport,19100,100.0,25.0
4.0,68,3,4770,False,True,False,False,False,False,False,False,False,False,True,JS Five two By twinstar hotel,Raja Annamalai Puram,Chhatrapati Shivaji International Airport,3700,100.0,25.0
4.3,490,3,4256,False,True,False,False,False,False,False,True,False,False,False,HOTEL HALEZ,Sholinganallur,Chennai International Airport,7400,100.0,25.0
4.1,63,4,4468,False,True,False,False,False,False,False,False,False,False,True,Essentia Premier Hotel,Thoraipakkam,Chhatrapati Shivaji International Airport,3700,100.0,25.0
4.0,785,3,3226,False,True,False,False,False,False,False,False,False,False,True,ILARA Hotel & Spa,Navallur,Chhatrapati Shivaji International Airport,1900,100.0,25.0
3.8,886,3,4045,False,True,False,False,False,False,False,False,False,False,True,The Centrepoint OMR,Sholinganallur,Chennai International Airport,18300,100.0,25.0
3.3,260,3,3682,False,True,False,False,False,False,False,False,True,False,False,"KLASE HOTELS, GUINDY",Mount road ,Chennai International Airport,8400,100.0,25.0
4.0,745,4,3960,False,True,False,False,False,False,False,False,False,False,True,Just Guest House,Pazhavanthangal ,Chennai International Airport,4000,100.0,25.0
3.6,490,3,1545,False,True,False,False,False,False,False,False,False,False,True,GRAND OLIVER,Poongavanapuram,Chennai International Airport,19900,100.0,25.0
4.2,70,5,6580,False,True,False,False,False,False,False,False,False,False,True,Mercure Chennai Sriperumbudur - An Accor Brand,Oragadam ,Chennai International Airport,60000,100.0,25.0
3.4,243,3,2990,False,True,False,False,False,False,False,False,True,False,False,ZAITH RESIDENCY,Thousand Lights,Chennai International Airport,20200,100.0,25.0
4.0,422,3,3131,False,True,False,False,False,False,False,False,False,False,True,Mount Kailash Suites,Mount road ,Chennai International Airport,9200,100.0,25.0
3.6,395,3,2208,False,True,False,False,False,False,False,False,False,False,True,The Mount City near US Consulate,Triplicane ,Chennai International Airport,20200,100.0,25.0
3.9,4187,5,9821,True,False,False,False,False,False,False,False,False,False,True,The Park Bangalore,Ulsoor,Kempegowda International Airport,32300,100.0,30.0
4.0,2201,4,2040,True,False,False,False,False,False,False,False,False,False,True,"Keys Select by Lemon Tree Hotels, Whitefield, Bengaluru",Brookefield,Chhatrapati Shivaji International Airport,7200,100.0,30.0
4.4,1315,5,10231,True,False,False,False,False,False,False,True,False,False,False,ITC Windsor - A Luxury Collection Hotel,Vasanth Nagar ,Kempegowda International Airport,33600,100.0,30.0
4.0,5089,5,3265,True,False,False,False,False,False,False,False,False,False,True,Lemon Tree Premier Ulsoor Lake Bangalore,Sivanchetti Gardens ,Kempegowda International Airport,32300,100.0,30.0
4.0,3290,4,3536,True,False,False,False,False,False,False,False,False,False,True,"Keys Select by Lemon Tree Hotels, Hosur Road, Bengaluru",Hosur road,Chhatrapati Shivaji International Airport,4200,100.0,30.0
3.8,4764,5,8120,True,False,False,False,False,False,False,False,False,False,True,The Chancery Pavilion,Ashok Nagar ,Kempegowda International Airport,32400,100.0,30.0
4.3,2372,5,12364,True,False,False,False,False,False,False,True,False,False,False,Radisson Blu Atria Bengaluru,Palace road,Indira Gandhi International Airport,8000,100.0,30.0
4.1,2314,4,3614,True,False,False,False,False,False,False,False,False,False,True,Lemon Tree Hotel Electronics City Bangalore,Electronic City,Chhatrapati Shivaji International Airport,10,100.0,30.0
4.3,2076,5,9068,True,False,False,False,False,False,False,True,False,False,False,"Welcomhotel by ITC Hotels, Richmond Road, Bengaluru",Richmond road,Kempegowda International Airport,36700,100.0,30.0
4.3,426,5,10315,True,False,False,False,False,False,False,True,False,False,False,Grand Mercure Bangalore - An Accor Brand,Koramangala,Kempegowda International Airport,34200,100.0,30.0
3.7,1602,3,4160,True,False,False,False,False,False,False,False,False,False,True,Holiday Inn Express Bengaluru Yeshwantpur,Tumkur road,Rajiv Gandhi International Airport,7600,100.0,30.0
4.2,500,3,1367,True,False,False,False,False,False,False,False,False,False,True,goSTOPS Bengaluru - Rooms & Dorms,Gandhi Nagar,Kempegowda International Airport,32700,100.0,30.0
4.0,2156,5,8239,True,False,False,False,False,False,False,False,False,False,True,Holiday Inn Bengaluru Racecourse,Gandhi Nagar,Kempegowda International Airport,30980,100.0,30.0
4.0,2944,5,6619,True,False,False,False,False,False,False,False,False,False,True,Fortune Select JP Cosmos - Member ITC Hotel Group,Vasanth Nagar ,Kempegowda International Airport,34100,100.0,30.0
4.2,1162,5,7185,True,False,False,False,False,False,False,False,False,False,True,Hyatt Centric MG Road Bangalore,Ulsoor,Chhatrapati Shivaji International Airport,2500,100.0,30.0
3.9,1805,4,6455,True,False,False,False,False,False,False,False,False,False,True,Ibis Bengaluru City Centre - An Accor Brand,Sampangi Rama Nagar ,Kempegowda International Airport,34500,100.0,30.0
4.0,1618,4,4943,True,False,False,False,False,False,False,False,False,False,True,"The Fern Residency - Yeshwanthpur, Bengaluru",Tumkur road,Rajiv Gandhi International Airport,7600,100.0,30.0
3.7,664,3,3356,True,False,False,False,False,False,False,False,False,False,True,Ashraya International Hotel,Infantry Road ,Kempegowda International Airport,32300,100.0,30.0
4.3,1865,4,6102,True,False,False,False,False,False,False,True,False,False,False,Davanam Sarovar Portico Suites,Koramangala,Chhatrapati Shivaji International Airport,3200,100.0,30.0
4.6,1715,5,10455,True,False,False,False,False,False,False,True,False,False,False,"Taj M G Road, Bengaluru",Sivanchetti Gardens ,Kempegowda International Airport,32900,100.0,30.0
4.4,222,3,1407,True,False,False,False,False,False,False,True,False,False,False,Draper Startup House Koramangala | Dorms & Rooms,Koramangala,Kempegowda International Airport,31800,100.0,30.0
3.8,2542,5,8052,True,False,False,False,False,False,False,False,False,False,True,The Lalit Ashok Bangalore,Seshadripuram,Indira Gandhi International Airport,970,100.0,30.0
4.3,1022,5,7465,True,False,False,False,False,False,False,True,False,False,False,"Vivanta Bengaluru, Residency Road",Residency Road ,Kempegowda International Airport,31500,100.0,30.0
4.1,237,4,4886,True,False,False,False,False,False,False,False,False,False,True,ibis Bengaluru Hebbal - An Accor Brand,Hebbal,Chhatrapati Shivaji International Airport,3200,100.0,30.0
4.2,1791,5,8703,True,False,False,False,False,False,False,False,False,False,True,Vividus,Gandhi Nagar,Chhatrapati Shivaji International Airport,5600,100.0,30.0
4.1,1869,5,5009,True,False,False,False,False,False,False,False,False,False,True,Citrus Hotel Cunningham,Cunningham Road ,Kempegowda International Airport,32000,100.0,30.0
3.9,527,4,4552,True,False,False,False,False,False,False,False,False,False,True,Citrus Classic Bengaluru,Outer Ring Road,Indira Gandhi International Airport,4200,100.0,30.0
4.6,2138,5,8490,True,False,False,False,False,False,False,True,False,False,False,"Taj Yeshwantpur, Bengaluru",Tumkur road,Kempegowda International Airport,30980,100.0,30.0
4.1,2327,4,3190,True,False,False,False,False,False,False,False,False,False,True,Lemon Tree Hotel Whitefield,Brookefield,Indira Gandhi International Airport,10,100.0,30.0
4.4,4271,4,6780,True,False,False,False,False,False,False,True,False,False,False,Ramada Encore,Domlur Layout,Kempegowda International Airport,32300,100.0,30.0
3.9,1381,3,4710,True,False,False,False,False,False,False,False,False,False,True,Ibis Bengaluru Hosur Road - An Accor Brand,Hosur road,Chhatrapati Shivaji International Airport,2200,100.0,30.0
4.7,1565,5,12252,True,False,False,False,False,False,False,True,False,False,False,"The Oberoi, Bengaluru",Ulsoor,Kempegowda International Airport,35400,100.0,30.0
3.5,1242,3,4012,True,False,False,False,False,False,False,False,False,False,True,Holiday Inn Express Bengaluru Whitefield ITPL,Whitefield,Chhatrapati Shivaji International Airport,4500,100.0,30.0
3.8,1973,4,1645,True,False,False,False,False,False,False,False,False,False,True,The Hosteller Bangalore Brigade Road,Ashok Nagar ,Kempegowda International Airport,32200,100.0,30.0
3.6,1639,3,3552,True,False,False,False,False,False,False,False,False,False,True,Ginger Bangalore (IRR),Domlur Layout,Indira Gandhi International Airport,8300,100.0,30.0
4.1,1537,5,7704,True,False,False,False,False,False,False,False,False,False,True,Gokulam Grand Hotel & Spa,Mathikere,Chhatrapati Shivaji International Airport,3200,100.0,30.0
4.4,191,3,4677,True,False,False,False,False,False,False,True,False,False,False,Bloom Hotel - Airport Road Bengaluru,Near Bangalore Airport ,Kempegowda International Airport,7700,100.0,30.0
3.8,686,3,3356,True,False,False,False,False,False,False,False,False,False,True,Hotel Ramanashree Richmond Circle,Sampangi Rama Nagar ,Kempegowda International Airport,34800,100.0,30.0
